communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
LosAngelescity,CA,?,?,1,3485398,2.86,13.99,52.83,9.81,39.92,14.46,31.22,15.72,8.96,3485398,100,30925,78.71,0.61,33.34,19.53,10.68,10.5,34364,16188,22191,11257,12901,13875,6354,7111,643809,18.86,18.4,33,22.96,8.34,61.71,18.43,21.42,15.86,27.29,9.92,43.23,14.61,12.26,3.48,65.54,59.78,74.48,69.13,54.81,60.83,212238,9.32,1336665,20.75,32.13,43.01,56.44,7.96,12.32,16.49,21.64,50.09,17.45,14.44,9.19,2.8,2.87,2.76,40.31,22.26,72.02,2,82558,93.65,39.42,2.93,21.03,1959,4.11,0.98,164100,244500,388400,224300,413,544,709,296,600,30.4,25.3,11.9,4597,3109,38.35,35.47,46.34,81.86,85,8295,239.31,7683,221.65,5480855,158122.41,660.7,239.3,90.02,62.51,13.38,20.99,2.82,37.19,406,13,80.1,486.2,7168.1,10.92,2482,488050464,92.62,5,4.89,140802.3,1076,31.04,1773,51.15,38415,1108.27,42437,1224.31,50232,1449.19,119092,3435.8,59764,1724.19,5119,147.68,2414.77,6756.86
Harrisontown,NJ,17,30210,1,13425,2.76,0.57,88.39,5.85,29.4,12.86,28.54,12.71,12.48,13425,100,33969,80.02,0.8,37.44,26.37,3.81,15.48,37304,13763,13953,19673,10000,11982,12387,12246,1515,11.55,22.09,42.64,15.25,7.53,61.36,25.84,14.57,24.78,15.78,7.29,36.31,9.93,8.63,3.22,78.15,74.61,83.44,79.83,58.57,63.1,324,3.52,5599,17.72,27.86,37.52,46.97,7.39,11.62,15.65,19.59,43.94,16.23,6.27,4.51,2.71,2.88,2.62,35.47,9,65.21,2,262,94.88,33.37,4.96,41.22,1947,5.41,3.57,108200,150700,181600,73400,400,512,615,215,598,24.2,24.3,20,0,0,41.71,48.43,55.94,75.53,84.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,10587.5,17.27,?,?,?,?,0,?,0,0,5,37.76,33,249.24,39,294.56,168,1268.88,276,2084.59,242,1827.79,1,7.55,581.57,5188.82
Swanseatown,MA,5,68750,1,15411,2.93,0.34,98.9,0.43,0.59,15.41,25.59,13.55,12.51,10135,65.76,40117,78.96,1.58,51.51,32.44,7.85,20.65,43162,15100,15151,0,5467,16347,10617,6662,750,4.92,12.11,26.72,18.71,4.6,66.63,20.59,21.96,13,25.36,5.41,29.73,7.43,6.44,3.26,87.21,82.93,94.99,86.62,63.94,75.23,113,0.99,830,3.37,5.18,5.18,16.27,0.18,0.28,0.28,0.88,88.36,1.46,5.03,4.09,2.9,2.99,2.29,90.35,1.28,29.79,3,219,96,87.8,8.68,55.71,1956,0.44,0.15,107700,134500,166000,58300,278,415,531,253,484,25.1,20,13.2,0,0,5.39,71.74,74.48,92.63,93.87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.9,644.9,0.39,?,?,?,?,0,?,0,0,0,0,16,98.5,16,98.5,20,123.12,231,1422.06,57,350.9,29,178.53,197,2074.61
Superiorcity,WI,31,78650,1,27134,2.47,0.53,96.09,0.84,0.52,14.51,26.47,13.78,15.12,27134,100,20905,69.17,0.2,41.01,35.36,12.76,15.19,26552,10769,10964,8655,7206,2089,3583,7807,4450,17.1,8.04,22.68,15.93,9.73,54.86,10.52,29.31,15.07,21.55,10.51,32.75,13.37,12.05,2.98,64.68,64.84,71.73,65.8,57.44,67.47,606,2.57,453,8.61,12.14,23.18,26.93,0.14,0.2,0.39,0.45,96.73,0.52,3.17,2.05,2.36,2.55,2.07,66.06,1.1,48.92,3,683,94.15,61.19,9.08,38.36,1939,3.59,0.47,26700,37300,51700,25000,168,238,302,134,295,27.5,18.4,13.4,13,0,1.67,59.59,58.23,85.26,89.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,38.3,709,1.77,?,?,?,?,0,?,1,3.6,17,61.22,15,54.02,43,154.85,347,1249.64,1403,5052.58,100,360.13,29,104.44,273.7,6766.78
Monroecity,MI,115,55020,1,22902,2.72,4.62,93.26,0.84,1.81,13.85,26.44,12.6,12.96,0,0,29088,73.08,0.56,41.94,29.24,13.49,17.67,35364,13146,13323,12601,4532,11086,4090,6141,3443,15.39,12.86,30.11,14.23,7.38,53.96,25.38,23.21,20.83,22.35,9.87,28.67,12.43,11.28,3.18,69.43,67.56,67.65,75.44,51.06,60.79,860,4.38,554,25.81,30.87,35.74,37.73,0.62,0.75,0.86,0.91,94.74,0.85,4.91,3.5,2.62,2.76,2.4,63.65,2.1,42.99,3,410,95.36,60.39,3.41,35.61,1947,4.08,0.1,49200,65100,84400,35200,259,347,427,168,412,28.8,15.6,14.3,14,0,2.42,70.33,58.47,87.55,92.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.3,2458.4,0.5,?,?,?,?,0,?,0,0,?,?,22,93.43,94,399.2,200,849.37,737,3129.91,56,237.82,13,55.21,?,4272.31
Madisontownship,OH,49,46410,1,18749,2.9,2.27,96.66,0.62,0.64,15.51,27.09,13.29,8.64,13176,69.9,35575,86.71,1.95,39.77,20.2,2.79,18.25,38189,13384,13296,15266,17951,10909,23849,14375,762,4.1,4.85,22.08,11.41,4.98,67.86,16.62,16.94,18.04,19.14,8.37,24.86,11.87,10.18,3.23,81.33,76.31,87.5,82.86,65.89,72.96,216,1.54,336,6.85,18.75,18.75,22.92,0.12,0.34,0.34,0.41,96.79,0.17,5.27,4.25,2.87,2.93,2.66,79.02,1.87,22.75,3,198,97.03,77.36,1.52,27.27,1966,2.34,0.33,54000,65800,84000,30000,292,347,423,131,434,23.2,18.8,11.8,0,0,1.78,77.32,59.5,89.06,95.94,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,46.7,401.2,1,?,?,?,?,0,?,0,0,5,23.62,2,9.45,44,207.85,88,415.7,322,1521.09,21,99.2,9,42.51,240.92,2078.51
Seasidecity,CA,?,?,1,38901,3.66,23.47,52.73,13.48,17.45,20.34,40.78,24.43,5.07,38893,100,28655,86.62,0.29,29.32,16.71,7.86,16.08,30218,10409,11524,10092,10269,8754,7251,7353,4019,12.22,9.54,22.08,14.69,4.37,74.2,6.04,23.32,8.43,18.22,8.48,43.95,13.7,10.62,3.44,76.63,71.38,83.38,81.63,51.79,64.03,1139,5.13,6949,23.83,35.56,44.09,55.69,4.26,6.35,7.88,9.95,73.99,5.54,10.2,8.13,3.1,2.78,3.3,34.08,14.61,54.14,2,597,94.69,37.99,2.18,12.56,1963,2.85,0.64,116800,150100,186200,69400,458,565,681,223,630,29.7,24.7,12.3,21,2,17.87,30.34,29.96,49.89,57.18,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.1,4254.3,3.56,?,?,?,?,0,?,6,18.55,9,27.82,121,374.07,215,664.67,218,673.94,844,2609.21,85,262.78,21,64.92,1085.11,3610.84
Grapevinecity,TX,?,?,1,29202,2.66,1.79,94.7,1.13,5.67,12.38,26.09,10.8,3.93,29171,99.89,48901,92.36,0.92,45.5,8.89,2.04,8.25,54669,19526,19703,17851,19152,16289,14910,13851,1226,4.24,3.09,10.57,35.12,3.09,77.58,15.62,13.37,5.96,35.14,10.73,22.42,13.81,12.29,3.09,83.43,82.38,94.3,81.43,60.57,70.31,123,0.76,773,17.98,24.06,36.48,46.44,0.48,0.64,0.97,1.23,93.62,1.01,2.89,2.17,2.64,2.86,2.27,67.83,2.61,37.38,3,938,92.12,62.64,1.49,28.04,1983,3.3,0.49,87500,111000,139300,51800,315,400,531,216,484,22.6,22.6,11.4,0,0,2.65,45.99,28.21,48.93,74.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32.4,901.6,0.28,?,?,?,?,0,?,0,0,16,42.82,15,40.14,78,208.73,210,561.96,776,2076.59,69,184.65,14,37.46,291.69,2860.66
Columbiacity,MO,?,?,1,69101,2.67,9.93,85.14,4.12,1.31,26.06,45.3,32.02,7.48,69101,100,22059,82.93,1.76,45.96,16.91,4.87,10.49,34598,12452,13355,6933,11495,7637,7127,9915,13195,22.42,5.02,12.8,44.98,4.91,60.7,6.25,44.51,7.78,35.91,7.46,50.96,10.34,8.97,2.93,70.25,67.89,82.87,62.6,69.78,74.98,1903,5.69,4162,40.92,55.89,62.88,71.48,2.46,3.37,3.79,4.31,91.64,1.57,3.23,1.83,2.27,2.54,2.06,48.96,2.44,55.05,2,1710,93.79,43.76,2.92,26.67,1969,3.85,0.16,54200,73400,101600,47400,234,306,378,144,382,29,17.9,11.9,57,3,6.02,59.86,27.44,52.34,80.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45.9,1504.7,1.29,?,?,?,?,0,?,1,1.34,30,40.15,108,144.55,300,401.52,571,764.22,3532,4727.17,166,222.17,30,40.15,587.55,5753.71
Lebanoncity,OR,?,?,1,10950,2.53,0.16,97.25,0.79,2.11,13.39,24.58,11.73,16.48,0,0,20711,65.61,0.78,39.5,36.03,10.26,20.09,24605,10113,10151,6609,6820,11823,9524,8387,1991,18.76,9.34,27.85,9.35,10.38,51.94,27.87,24.63,23.15,20.31,11.63,24.05,15,13.43,3,69.32,67.52,66.99,74.4,61.13,68.26,341,3.62,274,4.01,4.01,4.01,4.01,0.1,0.1,0.1,0.1,95.46,0.26,4.85,3.39,2.48,2.51,2.45,59.04,3.6,51.35,2,222,95.13,58.47,1.35,37.39,1964,6.39,0,34400,42900,55700,21300,211,277,341,130,344,26.1,22.6,14.4,0,2,2.53,50.97,45.97,77.1,85.23,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,2193.5,0.25,?,?,?,?,0,?,0,0,1,8.34,2,16.68,75,625.47,133,1109.17,934,7789.18,38,316.9,0,0,650.49,9215.24
WestChesterborough,PA,29,82704,1,18041,2.95,17.71,77.25,1.09,7.57,29.24,49.7,36.51,8.79,18041,100,31262,83.53,0.21,41.36,21.32,6.29,12.91,39351,13082,14170,9937,9220,16335,5731,6738,2529,17.07,6.38,19.48,31.7,5.7,64.4,11.92,30.35,12.02,26.89,8.03,59.7,10.35,9.33,3,57.91,53.04,70.26,47.25,74.08,77.61,732,8.18,525,15.81,20.57,24.57,25.71,0.46,0.6,0.72,0.75,89.72,1.28,5.59,3.39,2.39,2.65,2.23,43.52,3.91,56.64,2,347,94.63,39.36,5.76,33.43,1939,2.68,0.39,88300,116300,152400,64100,389,479,582,193,544,24.7,21.3,12.5,6,0,2.91,68.74,37.64,62.05,84.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,9469.3,2.39,?,?,?,?,0,?,0,0,4,21.17,29,153.46,55,291.04,118,624.4,653,3455.39,55,291.04,6,31.75,465.66,4402.58
Eatontownborough,NJ,25,19840,1,13800,2.54,12.49,78.85,6.59,4.64,12.83,29.41,14.12,9.56,13800,100,36864,83.23,0.15,49.32,22.02,2.13,16.48,42844,17679,18609,13072,22807,17274,9779,10591,672,5.14,5.91,14.77,26.1,4.16,70.74,12.04,22.04,8.47,33.61,8.25,33.04,12.57,10.45,3.05,81.05,81.36,94.51,76.37,54.36,66.99,270,3.29,1448,13.26,24.31,39.64,45.37,1.39,2.55,4.16,4.76,84.49,2.19,3.57,2.28,2.39,2.67,2.16,50.37,2.74,66.14,2,651,89.32,45.11,0.77,26.27,1966,0.51,0.26,136900,166700,210100,73200,476,558,631,155,613,25.1,24.1,14.7,51,1,10.49,46.01,42.34,68.54,74.09,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.1,2251.7,2.34,?,?,?,?,0,?,0,0,0,0,13,99.36,16,122.29,74,565.58,593,4532.25,41,313.36,0,0,221.64,5411.19
Parkersburgcity,WV,?,?,1,33862,2.34,1.7,97.7,0.3,0.29,12.47,23.71,11.54,17.41,33809,100,20461,64.27,0.43,35.8,38.41,9.42,21.02,26550,11269,11322,8976,5115,15083,0,17367,6308,18.99,13.76,30.81,12.8,8.01,50.9,19.48,24.23,17.86,22.77,11.35,25.25,14.62,13.17,2.89,67.27,64.43,72.81,75.54,52.37,63.04,763,2.6,272,12.13,14.34,15.81,15.81,0.1,0.12,0.13,0.13,97.75,0.44,3.04,2,2.3,2.39,2.16,65.27,0.95,48.37,3,1878,88.51,62.93,3.41,54.58,1951,9.3,0.32,30900,42600,60000,29100,179,247,299,120,330,27.1,16.3,13.3,4,1,0.8,80.69,56.47,86.73,91.55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.6,2926.2,0.9,?,?,?,?,0,?,3,9.03,12,36.13,18,54.2,39,117.43,347,1044.87,820,2469.14,66,198.74,37,111.41,216.8,3824.15
Spokanecity,WA,?,?,1,177196,2.36,1.93,93.28,2.08,2.08,13.38,26.71,13.31,14.25,177196,100,22192,70.42,0.72,40.84,30.25,10.99,18.11,28778,12375,12735,8439,5783,7316,8069,7668,29863,17.34,5.74,16.79,21.03,8.12,55.06,10.77,28.88,12.42,26.95,13.7,30.89,17.67,15.82,2.94,63.8,62.52,72.11,67.01,57.16,65.71,4071,3,6997,14.09,20.14,25.44,29,0.56,0.8,1,1.15,94.7,0.85,4.16,2.52,2.29,2.46,2.06,61.6,2.52,53.68,2,4728,94.08,57.23,5.54,35.03,1952,4.96,0.8,38700,51100,70600,31900,208,278,347,139,344,28.2,19.3,12.6,259,56,3.95,52.41,46.37,79.52,86.38,240,122.48,218,111.25,137000,69913.7,570.8,122.5,96.88,95,2.5,1.25,0.42,4.17,16,9,136.1,57.9,3058.9,4.41,80,17430772,90.83,10,6.67,88952.5,13,6.63,112,57.16,354,180.65,1079,550.63,2699,1377.35,10965,5595.64,730,372.53,74,37.76,795.08,7383.29
Durangocity,CO,?,?,1,12430,2.7,0.31,89.69,1.09,11.62,24.9,37.9,26.9,10.54,0,0,22996,77.82,1.27,44.83,24.86,4.26,11.22,32654,11447,11903,1100,4094,10119,8752,8340,2040,18.78,5.4,15.88,31.31,6.45,57.7,4.16,27.29,6.57,28,9.4,48.51,12.35,10.88,2.97,70.24,68.41,67.3,72.35,69.61,83.98,171,2.27,211,44.08,44.08,44.08,49.76,0.75,0.75,0.75,0.84,89.5,1.31,3.73,2.26,2.35,2.52,2.16,58.29,2.85,52.63,2,321,93.47,54.44,0.93,19.31,1959,5.61,0.69,65800,81600,101100,35300,284,374,472,188,435,29,22,12.3,64,1,1.7,44.04,38.66,59.12,81.96,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.9,2561.8,1.38,?,?,?,?,0,?,1,7.09,10,70.93,9,63.84,31,219.89,120,851.18,924,6554.12,35,248.26,0,0,361.75,7653.57
Aberdeencity,WA,?,?,1,16565,2.38,0.29,93.76,1.95,2.55,13.22,24.76,12.02,14.92,0,0,21762,68.99,0.1,34.71,30.27,11.64,18.52,28750,11816,12066,1325,6024,10750,8985,9490,2965,18.3,9.02,26.57,12.41,10.96,49.82,24.97,21.11,21.09,21.68,14.49,28.28,15.93,15.23,2.99,66.09,64.05,64.12,82.52,39.7,52.28,498,3.63,669,7.03,14.2,26.31,28.85,0.28,0.57,1.06,1.17,93.2,0.56,4.43,2.7,2.34,2.47,2.17,60.23,2.73,52.64,2,618,91.84,57.03,5.02,43.53,1942,7.9,0.44,31200,42200,59900,28700,177,249,301,124,314,27.4,17.3,12.4,21,0,4.04,64.1,50.82,83.1,90.53,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,1510.9,3.12,?,?,?,?,0,?,1,5.84,28,163.47,20,116.76,41,239.36,198,1155.93,1234,7204.16,42,245.2,27,157.63,525.42,8762.92
Sumtercity,SC,?,?,1,41943,3.29,38.25,59.81,1.16,1.58,14.17,33.31,15.39,9.5,41945,100,21221,74.82,0.43,30.33,25.99,12.39,15.53,24190,11495,14915,6334,5321,10785,8125,11727,7309,20.71,10.29,22.13,20.58,5.4,64.5,19.14,24.45,17.58,25,8.05,25.1,12.85,10.37,3.27,68.18,63.09,78.77,66.8,55.8,63.05,2024,6.65,774,20.93,24.94,27.52,33.59,0.39,0.46,0.51,0.62,95.28,0.48,6.29,4.8,2.78,2.68,2.87,45.68,4.65,41.84,3,913,93.31,47.39,2.74,54.55,1964,9.27,1.11,39700,59000,87400,47700,157,249,369,212,354,25.8,20.6,13.8,31,3,1.85,53.82,42.04,62.99,68.69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.6,1780,0.62,?,?,?,?,0,?,5,11.66,22,51.31,179,417.46,421,981.86,810,1889.08,1620,3778.16,170,396.47,2,4.66,1462.29,6068.38
Burrillvilletown,RI,7,11800,1,16230,3.05,0.1,99.52,0.13,0.44,13.77,25.48,11.32,10.38,302,1.86,37156,82.54,0.81,38.1,25.93,3.99,17.38,41349,13282,13282,7330,14106,14354,11390,16945,862,5.55,13.59,29.43,15.85,6.21,64.18,23.2,27.53,17.79,21.81,6.86,26.59,7.89,7.39,3.29,85.45,83.34,94.44,84.1,69.42,77.78,177,1.53,335,0,3.58,3.58,5.37,0,0.07,0.07,0.11,91.66,0.74,4.58,3.69,2.92,3.11,2.33,81.07,1.71,39.14,3,438,92.38,76.23,1.6,53.65,1964,0.66,0.78,104600,129500,158700,54100,254,382,510,256,469,27,25,14,0,0,2.06,74.26,58,88.47,90.01,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,57.6,281.9,0.43,?,?,?,?,0,?,0,0,1,5.97,0,0,14,83.64,63,376.37,120,716.89,9,53.77,1,5.97,89.61,1153
AnnArborcity,MI,161,3000,1,109592,2.63,9.04,81.98,7.69,2.58,23.19,43.75,28.97,6.29,109592,100,33344,86.61,0.81,60.29,14.36,3.2,10.07,50192,17786,19119,11835,10166,11657,8468,11531,15624,16.08,2.22,6.08,64.22,3.81,64.65,10.56,53.07,4.53,47.65,5.81,54.22,10.29,8.09,2.94,75.87,75.13,89.53,71.98,63.75,72.82,1258,2.58,11945,31.78,41.96,51.47,56.84,3.46,4.57,5.61,6.2,86.5,1.41,3.19,2.59,2.32,2.59,2.13,48.08,3.19,57.98,2,2353,94.65,43.2,1.1,27.33,1963,1.05,0.15,86200,116400,161700,75500,426,529,657,231,568,30,20.4,12.9,195,4,10.9,51.16,32.91,55.4,75.63,170,155.36,149,136.17,58438,53405.1,343.8,155.4,92.57,89.41,7.65,1.76,1.18,10.59,10,10,158.8,26.8,4085,5.7,39,10840000,87.65,0,5.88,99064.2,2,1.83,?,?,129,117.89,336,307.06,1101,1006.18,4032,3684.75,260,237.61,35,31.99,?,4960.52
Derrytown,NH,15,17940,1,29603,2.75,0.93,97.6,0.82,1.37,12.23,29.21,11.68,5.1,0,0,43419,89.75,0.54,41.69,13.83,3.1,6.83,48156,16990,17004,24465,15400,17076,11278,12231,1113,3.79,3.83,13.71,24.97,5.47,76.11,25.85,17.54,12.05,30.15,9.68,26.44,11.22,10.46,3.2,83.82,82.6,93.37,80.97,67.8,75.05,182,1.01,1052,3.61,9.22,17.21,23.67,0.13,0.33,0.61,0.84,93.72,0.57,3.69,2.69,2.73,3.01,2.26,69.22,1.72,55.85,2,1102,90.72,62.79,4.17,28.68,1978,2.19,0.8,116100,138000,163200,47100,475,567,666,191,638,24.2,26.7,14.9,0,0,3.55,23.21,43.71,62.61,67.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.1,798.4,0.54,?,?,?,?,0,?,0,0,40,133.72,7,23.4,21,70.2,255,852.44,602,2012.44,102,340.98,31,103.63,227.32,3309.49
Daniacity,FL,?,?,1,13024,2.25,31.3,67.17,0.5,6.09,9.62,20.98,9.8,19.56,13024,100,23269,69.71,0.9,35.81,36.36,6.41,13.41,26628,13006,15955,7066,14581,6469,3018,7267,2610,20.64,13.67,39.4,11.76,8.89,53.53,7.47,21.68,12.04,21.68,16.81,32.88,16.73,16.77,2.83,49.89,42.44,53.59,42.01,62.84,62.39,893,8.51,1783,11.61,17.67,30.79,37.58,1.59,2.42,4.22,5.14,81.87,2.64,4.68,2.64,2.19,2.1,2.29,53.61,8.7,81.08,2,1905,75.26,55.75,4.41,42.52,1971,8.39,0.53,60600,84500,117300,56700,306,396,498,192,484,28.3,26.2,13,15,1,13.69,29.41,49.25,80.62,85.68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.3,2442.6,2.28,?,?,?,?,0,?,4,28.26,20,141.32,140,989.26,211,1490.96,537,3794.52,1416,10005.65,293,2070.38,7,49.46,2649.8,15920.01
Salemcity,OH,?,?,1,12233,2.44,0.47,99,0.32,0.48,12.56,23.9,11.25,16.38,0,0,23684,67.32,0.58,42.79,35.95,7.59,20.07,29733,11548,11517,9222,30192,49869,6550,12713,1669,13.85,7.17,26.28,9.37,5.19,55.41,34.13,19.37,26.49,16.47,10.52,22.85,12.75,11.74,3.01,75.67,73.46,84.53,76.14,48.86,59.83,76,0.74,158,13.29,13.29,13.29,13.29,0.17,0.17,0.17,0.17,96.3,0.17,3.68,2.48,2.42,2.55,2.17,68.08,0.86,41.96,3,291,94.51,64.47,3.09,49.14,1946,6.51,0.47,31000,42200,57000,26000,182,236,291,109,330,24.5,18.7,12.3,0,0,1.29,79.24,55.22,87.22,93.75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,2570,0.1,?,?,?,?,0,?,0,0,0,0,0,0,6,46.52,4,31.01,89,690.08,10,77.54,1,7.75,46.52,806.39
Greendalevillage,WI,79,31125,1,15128,2.71,0.15,97.68,1.74,1.18,14.18,23.6,12.1,10.77,15128,100,44735,81.76,0.92,65.17,28.11,2.13,19.02,52077,19096,19118,6536,17182,18579,25227,9008,351,2.32,3.31,10.83,29.54,2.38,69.18,22.59,25.27,8.99,37.39,5.07,26.14,8.51,6.88,3.13,83.29,82.14,93.63,76.39,65.4,76.47,79,0.64,450,4.22,6.22,6.22,14.44,0.13,0.19,0.19,0.43,94.66,0.61,3.19,2.49,2.71,2.93,2.16,77.23,0.72,27.52,3,170,97.04,71.46,0,58.24,1966,0,0,78200,93800,121000,42800,363,466,551,188,515,27.1,17.4,11.7,0,0,2.97,78.64,65.23,91.6,96.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.8,2608.5,3.03,?,?,?,?,0,?,1,6.78,1,6.78,5,33.92,4,27.13,23,156.02,646,4382.04,36,244.2,0,0,74.62,4782.25
UnionCitycity,NJ,17,74630,1,58012,2.81,5.11,74.68,2.09,75.62,13.67,29.54,14.16,9.09,58012,100,25655,78.71,0.44,24.77,20.77,13.18,9.8,27288,11089,11488,10870,15755,13355,9197,9996,10513,18.18,28.42,49.46,10.71,10.87,60.52,29.24,13.43,32.79,14.66,11.58,37.55,17.32,14.53,3.29,59.81,56.12,66.57,61.43,53.42,60.06,3156,8.03,31959,14.61,24.34,33.53,47.62,8.05,13.41,18.47,26.24,17.73,30.91,8.4,6.05,2.8,2.84,2.79,22.08,16.96,78.25,2,1980,91.24,21.76,2.37,36.21,1940,11.73,1.74,108200,150400,189700,81500,339,451,579,240,505,27.5,28.5,13,189,25,55.09,25.9,54.33,79.63,81.87,161,284.45,142,250.88,62373,110199.6,387.4,284.5,98.28,76.4,1.86,21.74,0,22.36,8,6,45,1.3,44229.9,27.8,50,12945918,88.2,0,4.97,228726.5,1,1.77,23,40.64,287,507.07,182,321.55,900,1590.11,1171,2068.9,538,950.53,7,12.37,871.02,4621.91
FosterCitycity,CA,?,?,1,28176,2.51,3.23,73.48,21.98,5.77,11.65,26.23,11.54,6.49,28176,100,60462,89.78,0.98,59.72,11.31,2.07,11.54,66991,28399,30694,24563,28303,21756,20609,22960,827,2.95,1.67,4.96,46.69,3.4,76.17,13.11,19.41,4.32,42.67,10,32.2,13.35,11.7,3.01,82.87,82.17,95.71,83.86,68.43,72.33,128,0.84,6342,18.83,27.59,35.3,42.83,4.24,6.21,7.95,9.64,74.62,3.38,3.69,2.48,2.5,2.75,2.14,66,3.02,48.93,3,537,95.43,60.12,0.19,10.24,1975,0,0.34,329500,411700,494300,164800,784,947,1001,217,969,24.4,27.1,11.7,0,0,22.51,41.41,42.19,67.9,81.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.9,7232,3.93,?,?,?,?,0,?,1,3.38,1,3.38,17,57.39,36,121.54,111,374.75,526,1775.83,64,216.07,6,20.26,185.69,2386.9
Flintcity,MI,49,29000,1,140761,2.61,47.94,49.58,0.49,2.85,15.83,29.26,14.58,9.58,140761,100,20176,65.55,0.22,27.04,27.15,23.81,19.86,25083,10415,12350,8464,8300,14339,8011,8330,42218,30.58,8.86,30.71,10.31,18.29,45.96,29.48,24.76,25.91,18.45,15.31,39.75,20.1,17.92,3.17,42.57,39.1,47.34,47.15,50.33,57.44,14962,12.65,2286,2.76,5.21,7.52,13.17,0.04,0.08,0.12,0.21,95.01,0.64,6.9,4.58,2.56,2.59,2.52,58.81,4.38,49.86,3,4830,91.78,58.09,20.85,45.28,1953,10.3,0.5,25600,33900,43900,18300,236,300,351,115,375,35.1,16.7,14.2,83,11,1.62,68.81,55.55,91.37,94.85,311,223.85,286,205.85,133520,96103.2,429.3,223.8,80.08,69.45,27.33,2.89,0.32,30.55,45,5,102.9,35.1,4015.8,2.43,92,16031000,91.96,5,14.47,115385.7,48,34.55,?,?,1039,747.84,2507,1804.45,4024,2896.34,7701,5542.92,2307,1660.5,338,243.28,?,10343.04
